,name,serving_size,calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water,price
179,"Polish sausage, pork",100 g,326.0,29g,10g,70mg,876.00 mg,0,2.00 mcg,0.00 mcg,3.443 mg,0.450 mg,0.148 mg,0.502 mg,0.00 IU,0.00 mcg,0,0,0,0,0.0,0.98 mcg,0.190 mg,1.0 mg,0,0,0,0,12.00 mg,0.090 mg,1.44 mg,14.00 mg,0.049 mg,136.00 mg,237.00 mg,17.7 mcg,1.93 mg,14.10 g,0.902 g,0.925 g,1.293 g,0.157 g,2.117 g,0.992 g,0.444 g,0,0.611 g,1.076 g,1.110 g,0.379 g,0.539 g,0.712 g,0.584 g,0.591 g,0.138 g,0.444 g,0.679 g,1.63 g,0.0 g,0,0,0,0,0,0,0,28.72 g,10.330 g,13.520 g,3.080 g,70.00 mg,0,2.40 g,0,0,53.15 g,5.5
180,"Spices, curry powder",100 g,325.0,14g,1.6g,0,52.00 mg,64.2 mg,56.00 mcg,0.00 mcg,3.260 mg,1.070 mg,0.200 mg,0.176 mg,19.00 IU,1.00 mcg,0.00 mcg,11.00 mcg,0.00 mcg,0.00 mcg,0.0,0.00 mcg,0.105 mg,0.7 mg,0.00 IU,25.24 mg,25.24 mg,99.8 mcg,525.00 mg,1.200 mg,19.10 mg,255.00 mg,8.300 mg,367.00 mg,1170.00 mg,40.3 mcg,4.70 mg,14.29 g,0.550 g,0.890 g,1.790 g,0.200 g,2.270 g,0.790 g,0.290 g,0.000 g,0.630 g,0.890 g,0.700 g,0.190 g,0.580 g,1.240 g,0.390 g,0.350 g,0.110 g,0.400 g,0.750 g,55.83 g,53.2 g,2.76 g,0.79 g,0.21 g,1.14 g,0.00 g,0.00 g,0.62 g,14.01 g,1.648 g,8.782 g,3.056 g,0.00 mg,0.0 g,7.07 g,0.00 mg,0.00 mg,8.80 g,2.5
181,"Bacon bits, meatless",100 g,476.0,26g,4.1g,0,1770.00 mg,134.8 mg,127.00 mcg,0.00 mcg,1.600 mg,0,0.070 mg,0.600 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.0,1.20 mcg,0.080 mg,1.9 mg,0.00 IU,6.90 mg,6.90 mg,0.0 mcg,101.00 mg,0.539 mg,0.72 mg,95.00 mg,0,217.00 mg,145.00 mg,7.4 mcg,1.87 mg,32.00 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.60 g,10.2 g,0.00 g,0,0,0,0,0,0,25.90 g,4.055 g,6.225 g,13.548 g,0.00 mg,0.0 g,5.50 g,0.00 mg,0.00 mg,8.00 g,6.0
182,"Semolina, unenriched",100 g,360.0,1.1g,0.2g,0,1.00 mg,0,72.00 mcg,0.00 mcg,3.310 mg,0.580 mg,0.080 mg,0.280 mg,0.00 IU,0.00 mcg,0,0,0,0,0.0,0.00 mcg,0.103 mg,0.0 mg,0.00 IU,0,0,0,17.00 mg,0.189 mg,1.23 mg,47.00 mg,0.619 mg,136.00 mg,186.00 mg,0,1.05 mg,12.68 g,0.372 g,0.467 g,0.518 g,0.358 g,4.571 g,0.401 g,0.257 g,0,0.490 g,0.867 g,0.243 g,0.198 g,0.616 g,1.395 g,0.598 g,0.335 g,0.162 g,0.333 g,0.540 g,72.83 g,3.9 g,0,0,0,0,0,0,0,1.05 g,0.150 g,0.124 g,0.430 g,0.00 mg,0.0 g,0.77 g,0,0,12.67 g,1.5
183,"Grape leaves, canned",100 g,69.0,2g,0.3g,0,2853.00 mg,0,78.00 mcg,0.00 mcg,4.505 mg,4.274 mg,0.364 mg,0.064 mg,5253.00 IU,263.00 mcg,629.00 mcg,2838.00 mcg,0.00 mcg,1487.00 mcg,0.0,0.00 mcg,0.136 mg,11.3 mg,0.00 IU,1.79 mg,1.79 mg,97.3 mcg,289.00 mg,1.841 mg,2.98 mg,14.00 mg,0.290 mg,34.00 mg,29.00 mg,0.9 mcg,0.40 mg,4.27 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.71 g,9.9 g,0,0,0,0,0,0,0,1.97 g,0.312 g,0.076 g,0.989 g,0.00 mg,0.0 g,5.95 g,0.00 mg,0.00 mg,76.10 g,2.5
184,"Spices, ground, sage",100 g,315.0,13g,7g,0,11.00 mg,43.6 mg,274.00 mcg,0.00 mcg,5.720 mg,0,0.336 mg,0.754 mg,5900.00 IU,295.00 mcg,0.00 mcg,3485.00 mcg,109.00 mcg,1895.00 mcg,0.0,0.00 mcg,2.690 mg,32.4 mg,0.00 IU,7.48 mg,7.48 mg,1714.5 mcg,1652.00 mg,0.757 mg,28.12 mg,428.00 mg,3.133 mg,91.00 mg,1070.00 mg,3.7 mcg,4.70 mg,10.63 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.73 g,40.3 g,1.71 g,0,0,0,0,0,0,12.75 g,7.030 g,1.870 g,1.760 g,0.00 mg,0.0 g,7.95 g,0.00 mg,0.00 mg,7.96 g,3.0
185,"PACE, Red Taco Sauce",100 g,50.0,0g,,0,813.00 mg,0,0,0,0,0,0,0,625.00 IU,0,0,0,0,0,0.0,0,0,0.0 mg,0,0,0,0,0.00 mg,0,0.00 mg,0,0,0,0,0,0,0.00 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.50 g,0.0 g,6.25 g,0,0,0,0,0,0,0.00 g,0.000 g,0,0,0.00 mg,0,2.20 g,0,0,85.30 g,2.5
186,"DENNY'S, hash browns",100 g,197.0,9g,1.7g,0,468.00 mg,0,23.00 mcg,0,2.170 mg,0.455 mg,0.048 mg,0.007 mg,0,0,0,0,0,0,0.0,0,0.203 mg,0.0 mg,0,0.55 mg,0.55 mg,32.6 mcg,17.00 mg,0.066 mg,0.56 mg,26.00 mg,0.168 mg,71.00 mg,416.00 mg,0,0.29 mg,2.49 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.59 g,2.7 g,1.38 g,0.51 g,0.00 g,0.58 g,0.00 g,0.00 g,0.30 g,8.99 g,1.689 g,2.035 g,5.029 g,0,0,2.08 g,0,0,59.85 g,2.0
187,"DENNY'S, onion rings",100 g,385.0,22g,3.7g,0,780.00 mg,0,13.00 mcg,0,0.863 mg,0.380 mg,0.070 mg,0.120 mg,5.00 IU,0.00 mcg,0.00 mcg,2.00 mcg,2.00 mcg,44.00 mcg,0.0,0,0.089 mg,0,0,1.23 mg,1.23 mg,50.6 mcg,22.00 mg,0.088 mg,0.74 mg,20.00 mg,0.397 mg,92.00 mg,150.00 mg,5.2 mcg,0.55 mg,5.29 g,0.167 g,0.236 g,0.236 g,0.128 g,1.742 g,0.187 g,0.118 g,0.000 g,0.177 g,0.364 g,0.138 g,0.079 g,0.246 g,0.601 g,0.216 g,0.138 g,0.049 g,0.108 g,0.216 g,41.05 g,2.4 g,4.76 g,1.24 g,0.00 g,1.22 g,0.00 g,1.35 g,0.95 g,22.23 g,3.729 g,4.611 g,10.560 g,0,0,2.51 g,0,0,28.92 g,2.5
188,"Ostrich, raw, oyster",100 g,125.0,3.7g,1.2g,73mg,83.00 mg,0,8.00 mcg,0.00 mcg,4.665 mg,1.151 mg,0.284 mg,0.194 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.0,4.91 mcg,0.507 mg,0.0 mg,0,0.20 mg,0.20 mg,0,6.00 mg,0.131 mg,3.86 mg,21.00 mg,0.017 mg,204.00 mg,297.00 mg,33.8 mcg,3.59 mg,21.55 g,1.383 g,1.474 g,2.016 g,0.221 g,3.303 g,1.440 g,0.541 g,0.385 g,1.024 g,1.751 g,1.903 g,0.602 g,0.889 g,1.123 g,0.862 g,0.945 g,0.192 g,0.701 g,1.064 g,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,3.67 g,1.220 g,1.250 g,0.610 g,73.00 mg,0.0 g,0.62 g,0.00 mg,0.00 mg,75.62 g,3.0
189,"Oil, corn and canola",100 g,884.0,100g,8g,0,0.00 mg,0.2 mg,0.00 mcg,0.00 mcg,0.000 mg,0,0.000 mg,0.000 mg,0.00 IU,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.00 mcg,0.0,0.00 mcg,0.000 mg,0.0 mg,0.00 IU,14.84 mg,14.84 mg,42.2 mcg,0.00 mg,0.000 mg,0.00 mg,0.00 mg,0,0.00 mg,0.00 mg,0.0 mcg,0.00 mg,0.00 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00 g,0.0 g,0.00 g,0,0,0,0,0,0,100.00 g,8.026 g,58.537 g,29.113 g,0.00 mg,0.0 g,0.00 g,0.00 mg,0.00 mg,0.00 g,0.3
190,"Pumpkin flowers, raw",100 g,15.0,0.1g,,0,5.00 mg,0,59.00 mcg,0.00 mcg,0.690 mg,0,0.075 mg,0.042 mg,1947.00 IU,97.00 mcg,0,0,0,0,0.0,0.00 mcg,0,28.0 mg,0.00 IU,0,0,0,39.00 mg,0,0.70 mg,24.00 mg,0,49.00 mg,173.00 mg,0.7 mcg,0,1.03 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28 g,0,0,0,0,0,0,0,0,0.07 g,0.036 g,0.009 g,0.004 g,0.00 mg,0,0.48 g,0,0,95.15 g,1.5
191,"Celery flakes, dried",100 g,319.0,2.1g,0.6g,0,1435.00 mg,122.3 mg,107.00 mcg,0.00 mcg,4.640 mg,0,0.500 mg,0.440 mg,1962.00 IU,98.00 mcg,0.00 mcg,1177.00 mcg,0.00 mcg,5076.00 mcg,0.0,0.00 mcg,0.460 mg,86.5 mg,0.00 IU,5.55 mg,5.55 mg,584.2 mcg,587.00 mg,0.571 mg,7.83 mg,196.00 mg,0,402.00 mg,4388.00 mg,15.3 mcg,2.77 mg,11.30 g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.70 g,27.8 g,35.90 g,0,0,0,0,0,0,2.10 g,0.555 g,0.405 g,1.035 g,0.00 mg,0.0 g,13.90 g,0.00 mg,0.00 mg,9.00 g,2.0
